date,site,rep,AlgalClass,Concentration,date1
6/14/2021,Bridge,A,Cryptophyta_avg,3.095,14-Jun-21
6/14/2021,Bridge,A,YellowSubstances_avg,1.799,14-Jun-21
6/14/2021,Bridge,A,Total_avg,20.404,14-Jun-21
6/14/2021,Buoy 2,A,GreenAlgae_avg,6.6395,14-Jun-21
6/14/2021,Buoy 2,A,Bluegreen_avg,1.0925,14-Jun-21
6/14/2021,Buoy 2,A,Diatom_avg,1.475,14-Jun-21
6/14/2021,Buoy 2,A,Cryptophyta_avg,3.16,14-Jun-21
6/14/2021,Buoy 2,A,YellowSubstances_avg,1.3405,14-Jun-21
6/14/2021,Buoy 2,A,Total_avg,12.3665,14-Jun-21
6/14/2021,EC 1163,A,GreenAlgae_avg,12.8695,14-Jun-21
6/14/2021,EC 1163,A,Bluegreen_avg,2.299,14-Jun-21
6/14/2021,EC 1163,A,Diatom_avg,1.437,14-Jun-21
6/14/2021,EC 1163,A,Cryptophyta_avg,2.987,14-Jun-21
6/14/2021,EC 1163,A,YellowSubstances_avg,1.233,14-Jun-21
6/14/2021,EC 1163,A,Total_avg,19.592,14-Jun-21
6/14/2021,Muddy Creek,A,GreenAlgae_avg,10.736,14-Jun-21
6/14/2021,Muddy Creek,A,Bluegreen_avg,2.675,14-Jun-21
6/14/2021,Muddy Creek,A,Diatom_avg,17.8415,14-Jun-21
6/14/2021,Muddy Creek,A,Cryptophyta_avg,3.1505,14-Jun-21
6/14/2021,Muddy Creek,A,YellowSubstances_avg,1.0865,14-Jun-21
6/14/2021,Muddy Creek,A,Total_avg,34.404,14-Jun-21
6/14/2021,ODNR 1,A,GreenAlgae_avg,3.704,14-Jun-21
6/14/2021,ODNR 1,A,Bluegreen_avg,0.769,14-Jun-21
6/14/2021,ODNR 1,A,Diatom_avg,0.59,14-Jun-21
6/14/2021,ODNR 1,A,Cryptophyta_avg,0.4415,14-Jun-21
6/14/2021,ODNR 1,A,YellowSubstances_avg,0.8825,14-Jun-21
6/14/2021,ODNR 1,A,Total_avg,5.505,14-Jun-21
6/14/2021,ODNR 2,A,GreenAlgae_avg,5.909,14-Jun-21
6/14/2021,ODNR 2,A,Bluegreen_avg,0.8425,14-Jun-21
6/14/2021,ODNR 2,A,Diatom_avg,0.4215,14-Jun-21
6/14/2021,ODNR 2,A,Cryptophyta_avg,3.339,14-Jun-21
6/14/2021,ODNR 2,A,YellowSubstances_avg,0.9325,14-Jun-21
6/14/2021,ODNR 2,A,Total_avg,10.5135,14-Jun-21
6/14/2021,ODNR 4,A,GreenAlgae_avg,5.693,14-Jun-21
6/14/2021,ODNR 4,A,Bluegreen_avg,1.341,14-Jun-21
6/14/2021,ODNR 4,A,Diatom_avg,2.9355,14-Jun-21
6/14/2021,ODNR 4,A,Cryptophyta_avg,2.913,14-Jun-21
6/14/2021,ODNR 4,A,YellowSubstances_avg,2.1545,14-Jun-21
6/14/2021,ODNR 4,A,Total_avg,12.883,14-Jun-21
6/14/2021,ODNR 6,A,GreenAlgae_avg,10.785,14-Jun-21
6/14/2021,ODNR 6,A,Bluegreen_avg,0.648,14-Jun-21
6/14/2021,ODNR 6,A,Diatom_avg,1.376,14-Jun-21
6/14/2021,ODNR 6,A,Cryptophyta_avg,4.181,14-Jun-21
6/14/2021,ODNR 6,A,YellowSubstances_avg,1.646,14-Jun-21
6/14/2021,ODNR 6,A,Total_avg,16.992,14-Jun-21
6/21/2021,Bridge,A,GreenAlgae_avg,8.2785,21-Jun-21
6/21/2021,Bridge,A,Bluegreen_avg,9.4455,21-Jun-21
6/21/2021,Bridge,A,Diatom_avg,5.0435,21-Jun-21
6/21/2021,Bridge,A,Cryptophyta_avg,5.2795,21-Jun-21
6/21/2021,Bridge,A,YellowSubstances_avg,1.6125,21-Jun-21
6/21/2021,Bridge,A,Total_avg,28.047,21-Jun-21
6/21/2021,Muddy Creek,A,GreenAlgae_avg,13.2005,21-Jun-21
6/21/2021,Muddy Creek,A,Bluegreen_avg,2.536,21-Jun-21
6/21/2021,Muddy Creek,A,Diatom_avg,56.1805,21-Jun-21
6/21/2021,Muddy Creek,A,Cryptophyta_avg,6.837,21-Jun-21
6/21/2021,Muddy Creek,A,YellowSubstances_avg,1.1995,21-Jun-21
6/21/2021,Muddy Creek,A,Total_avg,78.7505,21-Jun-21
6/21/2021,ODNR 4,A,GreenAlgae_avg,8.784,21-Jun-21
6/21/2021,ODNR 4,A,Bluegreen_avg,2.9235,21-Jun-21
6/21/2021,ODNR 4,A,Diatom_avg,35.283,21-Jun-21
6/21/2021,ODNR 4,A,Cryptophyta_avg,4.9675,21-Jun-21
6/21/2021,ODNR 4,A,YellowSubstances_avg,2.0275,21-Jun-21
6/21/2021,ODNR 4,A,Total_avg,51.9585,21-Jun-21
6/21/2021,ODNR 6,A,GreenAlgae_avg,12.1465,21-Jun-21
6/21/2021,ODNR 6,A,Bluegreen_avg,7.5655,21-Jun-21
6/21/2021,ODNR 6,A,Diatom_avg,7.129,21-Jun-21
6/21/2021,ODNR 6,A,Cryptophyta_avg,5.6985,21-Jun-21
6/21/2021,ODNR 6,A,YellowSubstances_avg,1.7375,21-Jun-21
6/21/2021,ODNR 6,A,Total_avg,32.5415,21-Jun-21
6/28/2021,Bridge,A,GreenAlgae_avg,8.939,28-Jun-21
6/28/2021,Bridge,A,Bluegreen_avg,7.854,28-Jun-21
6/28/2021,Bridge,A,Diatom_avg,3.2475,28-Jun-21
6/28/2021,Bridge,A,Cryptophyta_avg,3.9315,28-Jun-21
6/28/2021,Bridge,A,YellowSubstances_avg,1.725,28-Jun-21
6/28/2021,Bridge,A,Total_avg,23.9725,28-Jun-21
6/28/2021,Buoy 2,A,GreenAlgae_avg,2.3845,28-Jun-21
6/28/2021,Buoy 2,A,Bluegreen_avg,2.333,28-Jun-21
6/28/2021,Buoy 2,A,Diatom_avg,1.4085,28-Jun-21
6/28/2021,Buoy 2,A,Cryptophyta_avg,0.8795,28-Jun-21
6/28/2021,Buoy 2,A,YellowSubstances_avg,0.6655,28-Jun-21
6/28/2021,Buoy 2,A,Total_avg,7.006,28-Jun-21
6/28/2021,EC 1163,A,GreenAlgae_avg,7.6865,28-Jun-21
6/28/2021,EC 1163,A,Bluegreen_avg,6.5385,28-Jun-21
6/28/2021,EC 1163,A,Diatom_avg,10.9845,28-Jun-21
6/28/2021,EC 1163,A,Cryptophyta_avg,3.109,28-Jun-21
6/28/2021,EC 1163,A,YellowSubstances_avg,1.924,28-Jun-21
6/28/2021,EC 1163,A,Total_avg,28.3185,28-Jun-21
6/28/2021,Muddy Creek,A,GreenAlgae_avg,16.55,28-Jun-21
6/28/2021,Muddy Creek,A,Bluegreen_avg,9.1965,28-Jun-21
6/28/2021,Muddy Creek,A,Diatom_avg,46.686,28-Jun-21
6/28/2021,Muddy Creek,A,Cryptophyta_avg,14.32,28-Jun-21
6/28/2021,Muddy Creek,A,YellowSubstances_avg,2.7395,28-Jun-21
6/28/2021,Muddy Creek,A,Total_avg,86.7525,28-Jun-21
6/28/2021,ODNR 1,A,GreenAlgae_avg,2.131,28-Jun-21
6/28/2021,ODNR 1,A,Bluegreen_avg,2.2535,28-Jun-21
6/28/2021,ODNR 1,A,Diatom_avg,1.166,28-Jun-21
6/28/2021,ODNR 1,A,Cryptophyta_avg,1.3235,28-Jun-21
6/28/2021,ODNR 1,A,YellowSubstances_avg,0.699,28-Jun-21
6/28/2021,ODNR 1,A,Total_avg,6.8755,28-Jun-21
6/28/2021,ODNR 2,A,GreenAlgae_avg,2.4495,28-Jun-21
6/28/2021,ODNR 2,A,Bluegreen_avg,0.88,28-Jun-21
6/28/2021,ODNR 2,A,Diatom_avg,1.7775,28-Jun-21
6/28/2021,ODNR 2,A,Cryptophyta_avg,0.619,28-Jun-21
6/28/2021,ODNR 2,A,YellowSubstances_avg,0.493,28-Jun-21
6/28/2021,ODNR 2,A,Total_avg,5.7285,28-Jun-21
6/28/2021,ODNR 4,A,GreenAlgae_avg,9.625,28-Jun-21
6/28/2021,ODNR 4,A,Bluegreen_avg,5.1775,28-Jun-21
6/28/2021,ODNR 4,A,Diatom_avg,10.406,28-Jun-21
6/28/2021,ODNR 4,A,Cryptophyta_avg,4.84,28-Jun-21
6/28/2021,ODNR 4,A,YellowSubstances_avg,1.2635,28-Jun-21
6/28/2021,ODNR 4,A,Total_avg,30.047,28-Jun-21
6/28/2021,ODNR 6,A,GreenAlgae_avg,12.329,28-Jun-21
6/28/2021,ODNR 6,A,Bluegreen_avg,10.535,28-Jun-21
6/28/2021,ODNR 6,A,Diatom_avg,4.0575,28-Jun-21
6/28/2021,ODNR 6,A,Cryptophyta_avg,6.9105,28-Jun-21
6/28/2021,ODNR 6,A,YellowSubstances_avg,1.4255,28-Jun-21
6/28/2021,ODNR 6,A,Total_avg,33.832,28-Jun-21
7/6/2021,Bells,A,GreenAlgae_avg,2.8955,6-Jul-21
7/6/2021,Bells,A,Bluegreen_avg,1.836,6-Jul-21
7/6/2021,Bells,A,Diatom_avg,2.095,6-Jul-21
7/6/2021,Bells,A,Cryptophyta_avg,1.6635,6-Jul-21
7/6/2021,Bells,A,YellowSubstances_avg,0.761,6-Jul-21
7/6/2021,Bells,A,Total_avg,8.488,6-Jul-21
7/6/2021,Bridge,A,GreenAlgae_avg,6.865,6-Jul-21
7/6/2021,Bridge,A,Bluegreen_avg,3,6-Jul-21
7/6/2021,Bridge,A,Diatom_avg,1.9335,6-Jul-21
7/6/2021,Bridge,A,Cryptophyta_avg,2.2825,6-Jul-21
7/6/2021,Bridge,A,YellowSubstances_avg,0.505,6-Jul-21
7/6/2021,Bridge,A,Total_avg,14.0805,6-Jul-21
7/6/2021,Buoy 2,A,GreenAlgae_avg,15.1905,6-Jul-21
7/6/2021,Buoy 2,A,Bluegreen_avg,5.645,6-Jul-21
7/6/2021,Buoy 2,A,Diatom_avg,4.3455,6-Jul-21
7/6/2021,Buoy 2,A,Cryptophyta_avg,2.1605,6-Jul-21
7/6/2021,Buoy 2,A,YellowSubstances_avg,1.0605,6-Jul-21
7/6/2021,Buoy 2,A,Total_avg,27.3415,6-Jul-21
7/6/2021,EC 1163,A,GreenAlgae_avg,12.0115,6-Jul-21
7/6/2021,EC 1163,A,Bluegreen_avg,6.5045,6-Jul-21
7/6/2021,EC 1163,A,Diatom_avg,4.1055,6-Jul-21
7/6/2021,EC 1163,A,Cryptophyta_avg,1.7845,6-Jul-21
7/6/2021,EC 1163,A,YellowSubstances_avg,1.329,6-Jul-21
7/6/2021,EC 1163,A,Total_avg,24.405,6-Jul-21
7/6/2021,Muddy Creek,A,GreenAlgae_avg,0.01,6-Jul-21
7/6/2021,Muddy Creek,A,Bluegreen_avg,0.823,6-Jul-21
7/6/2021,Muddy Creek,A,Diatom_avg,0.0405,6-Jul-21
7/6/2021,Muddy Creek,A,Cryptophyta_avg,0.018,6-Jul-21
7/6/2021,Muddy Creek,A,YellowSubstances_avg,0.0145,6-Jul-21
7/6/2021,Muddy Creek,A,Total_avg,0.8915,6-Jul-21
7/6/2021,ODNR 1,A,GreenAlgae_avg,14.4655,6-Jul-21
7/6/2021,ODNR 1,A,Bluegreen_avg,5.417,6-Jul-21
7/6/2021,ODNR 1,A,Diatom_avg,1.5415,6-Jul-21
7/6/2021,ODNR 1,A,Cryptophyta_avg,3.76,6-Jul-21
7/6/2021,ODNR 1,A,YellowSubstances_avg,1.3955,6-Jul-21
7/6/2021,ODNR 1,A,Total_avg,25.185,6-Jul-21
7/6/2021,ODNR 2,A,GreenAlgae_avg,17.358,6-Jul-21
7/6/2021,ODNR 2,A,Bluegreen_avg,5.706,6-Jul-21
7/6/2021,ODNR 2,A,Diatom_avg,5.2825,6-Jul-21
7/6/2021,ODNR 2,A,Cryptophyta_avg,3.5755,6-Jul-21
7/6/2021,ODNR 2,A,YellowSubstances_avg,1.483,6-Jul-21
7/6/2021,ODNR 2,A,Total_avg,31.9235,6-Jul-21
7/6/2021,ODNR 4,A,GreenAlgae_avg,31.035,6-Jul-21
7/6/2021,ODNR 4,A,Bluegreen_avg,3.5315,6-Jul-21
7/6/2021,ODNR 4,A,Diatom_avg,38.779,6-Jul-21
7/6/2021,ODNR 4,A,Cryptophyta_avg,13.879,6-Jul-21
7/6/2021,ODNR 4,A,YellowSubstances_avg,2.8245,6-Jul-21
7/6/2021,ODNR 4,A,Total_avg,87.225,6-Jul-21
7/6/2021,ODNR 6,A,GreenAlgae_avg,33.8725,6-Jul-21
7/6/2021,ODNR 6,A,Bluegreen_avg,10.704,6-Jul-21
7/6/2021,ODNR 6,A,Diatom_avg,7.851,6-Jul-21
7/6/2021,ODNR 6,A,Cryptophyta_avg,13.0785,6-Jul-21
7/6/2021,ODNR 6,A,YellowSubstances_avg,2.919,6-Jul-21
7/6/2021,ODNR 6,A,Total_avg,65.5065,6-Jul-21
7/12/2021,Bridge,A,GreenAlgae_avg,21.883,12-Jul-21
7/12/2021,Bridge,A,Bluegreen_avg,8.6465,12-Jul-21
7/12/2021,Bridge,A,Diatom_avg,0,12-Jul-21
7/12/2021,Bridge,A,Cryptophyta_avg,21.0815,12-Jul-21
7/12/2021,Bridge,A,YellowSubstances_avg,4.1,12-Jul-21
7/12/2021,Bridge,A,Total_avg,51.6125,12-Jul-21
7/12/2021,Buoy 2,A,GreenAlgae_avg,20.9965,12-Jul-21
7/12/2021,Buoy 2,A,Bluegreen_avg,9.7775,12-Jul-21
7/12/2021,Buoy 2,A,Diatom_avg,0,12-Jul-21
7/12/2021,Buoy 2,A,Cryptophyta_avg,11.6075,12-Jul-21
7/12/2021,Buoy 2,A,YellowSubstances_avg,3.392,12-Jul-21
7/12/2021,Buoy 2,A,Total_avg,42.38,12-Jul-21
7/12/2021,EC 1163,A,GreenAlgae_avg,19.55,12-Jul-21
7/12/2021,EC 1163,A,Bluegreen_avg,7.819,12-Jul-21
7/12/2021,EC 1163,A,Diatom_avg,0.1935,12-Jul-21
7/12/2021,EC 1163,A,Cryptophyta_avg,11.144,12-Jul-21
7/12/2021,EC 1163,A,YellowSubstances_avg,3.069,12-Jul-21
7/12/2021,EC 1163,A,Total_avg,38.7065,12-Jul-21
7/12/2021,Muddy Creek,A,GreenAlgae_avg,33.4625,12-Jul-21
7/12/2021,Muddy Creek,A,Bluegreen_avg,3.812,12-Jul-21
7/12/2021,Muddy Creek,A,Diatom_avg,23.594,12-Jul-21
7/12/2021,Muddy Creek,A,Cryptophyta_avg,30.8055,12-Jul-21
7/12/2021,Muddy Creek,A,YellowSubstances_avg,5.5225,12-Jul-21
7/12/2021,Muddy Creek,A,Total_avg,91.6765,12-Jul-21
7/12/2021,ODNR 1,A,GreenAlgae_avg,20.311,12-Jul-21
7/12/2021,ODNR 1,A,Bluegreen_avg,9.67,12-Jul-21
7/12/2021,ODNR 1,A,Diatom_avg,0,12-Jul-21
7/12/2021,ODNR 1,A,Cryptophyta_avg,11.888,12-Jul-21
7/12/2021,ODNR 1,A,YellowSubstances_avg,3.421,12-Jul-21
7/12/2021,ODNR 1,A,Total_avg,41.869,12-Jul-21
7/12/2021,ODNR 2,A,GreenAlgae_avg,22.182,12-Jul-21
7/12/2021,ODNR 2,A,Bluegreen_avg,9.604,12-Jul-21
7/12/2021,ODNR 2,A,Diatom_avg,0,12-Jul-21
7/12/2021,ODNR 2,A,Cryptophyta_avg,12.643,12-Jul-21
7/12/2021,ODNR 2,A,YellowSubstances_avg,3.248,12-Jul-21
7/12/2021,ODNR 2,A,Total_avg,44.43,12-Jul-21
7/12/2021,ODNR 4,A,GreenAlgae_avg,45.202,12-Jul-21
7/12/2021,ODNR 4,A,Bluegreen_avg,10.24,12-Jul-21
7/12/2021,ODNR 4,A,Diatom_avg,15.976,12-Jul-21
7/12/2021,ODNR 4,A,Cryptophyta_avg,33.2345,12-Jul-21
7/12/2021,ODNR 4,A,YellowSubstances_avg,6.1325,12-Jul-21
7/12/2021,ODNR 4,A,Total_avg,104.6555,12-Jul-21
7/12/2021,ODNR 6,A,GreenAlgae_avg,23.8465,12-Jul-21
7/12/2021,ODNR 6,A,Bluegreen_avg,11.387,12-Jul-21
7/12/2021,ODNR 6,A,Diatom_avg,0,12-Jul-21
7/12/2021,ODNR 6,A,Cryptophyta_avg,30.329,12-Jul-21
7/12/2021,ODNR 6,A,YellowSubstances_avg,5.0445,12-Jul-21
7/12/2021,ODNR 6,A,Total_avg,65.5625,12-Jul-21
7/19/2021,Bells,A,GreenAlgae_avg,1.117,19-Jul-21
7/19/2021,Bells,A,Bluegreen_avg,0.138,19-Jul-21
7/19/2021,Bells,A,Diatom_avg,1.7805,19-Jul-21
7/19/2021,Bells,A,Cryptophyta_avg,4.6545,19-Jul-21
7/19/2021,Bells,A,YellowSubstances_avg,0.8485,19-Jul-21
7/19/2021,Bells,A,Total_avg,7.69,19-Jul-21
7/19/2021,Bridge,A,GreenAlgae_avg,43.5055,19-Jul-21
7/19/2021,Bridge,A,Bluegreen_avg,3.4005,19-Jul-21
7/19/2021,Bridge,A,Diatom_avg,6.907,19-Jul-21
7/19/2021,Bridge,A,Cryptophyta_avg,39.7625,19-Jul-21
7/19/2021,Bridge,A,YellowSubstances_avg,5.209,19-Jul-21
7/19/2021,Bridge,A,Total_avg,93.574,19-Jul-21
7/19/2021,Buoy 2,A,GreenAlgae_avg,30.2095,19-Jul-21
7/19/2021,Buoy 2,A,Bluegreen_avg,6.674,19-Jul-21
7/19/2021,Buoy 2,A,Diatom_avg,9.3915,19-Jul-21
7/19/2021,Buoy 2,A,Cryptophyta_avg,23.223,19-Jul-21
7/19/2021,Buoy 2,A,YellowSubstances_avg,4.2755,19-Jul-21
7/19/2021,Buoy 2,A,Total_avg,69.4975,19-Jul-21
7/19/2021,EC 1163,A,GreenAlgae_avg,18.227,19-Jul-21
7/19/2021,EC 1163,A,Bluegreen_avg,6.4835,19-Jul-21
7/19/2021,EC 1163,A,Diatom_avg,2.784,19-Jul-21
7/19/2021,EC 1163,A,Cryptophyta_avg,8.3165,19-Jul-21
7/19/2021,EC 1163,A,YellowSubstances_avg,2.0995,19-Jul-21
7/19/2021,EC 1163,A,Total_avg,35.812,19-Jul-21
7/19/2021,Muddy Creek,A,GreenAlgae_avg,3.572,19-Jul-21
7/19/2021,Muddy Creek,A,Bluegreen_avg,0.685,19-Jul-21
7/19/2021,Muddy Creek,A,Diatom_avg,3.0715,19-Jul-21
7/19/2021,Muddy Creek,A,Cryptophyta_avg,3.049,19-Jul-21
7/19/2021,Muddy Creek,A,YellowSubstances_avg,2.0125,19-Jul-21
7/19/2021,Muddy Creek,A,Total_avg,10.378,19-Jul-21
7/19/2021,ODNR 1,A,GreenAlgae_avg,25.5695,19-Jul-21
7/19/2021,ODNR 1,A,Bluegreen_avg,4.8345,19-Jul-21
7/19/2021,ODNR 1,A,Diatom_avg,4.32,19-Jul-21
7/19/2021,ODNR 1,A,Cryptophyta_avg,11.318,19-Jul-21
7/19/2021,ODNR 1,A,YellowSubstances_avg,2.844,19-Jul-21
7/19/2021,ODNR 1,A,Total_avg,46.0415,19-Jul-21
7/19/2021,ODNR 2,A,GreenAlgae_avg,34.2375,19-Jul-21
7/19/2021,ODNR 2,A,Bluegreen_avg,5.7855,19-Jul-21
7/19/2021,ODNR 2,A,Diatom_avg,5.784,19-Jul-21
7/19/2021,ODNR 2,A,Cryptophyta_avg,26.2595,19-Jul-21
7/19/2021,ODNR 2,A,YellowSubstances_avg,4.7515,19-Jul-21
7/19/2021,ODNR 2,A,Total_avg,72.068,19-Jul-21
7/19/2021,ODNR 4,A,GreenAlgae_avg,4.6845,19-Jul-21
7/19/2021,ODNR 4,A,Bluegreen_avg,1.052,19-Jul-21
7/19/2021,ODNR 4,A,Diatom_avg,4.551,19-Jul-21
7/19/2021,ODNR 4,A,Cryptophyta_avg,2.9245,19-Jul-21
7/19/2021,ODNR 4,A,YellowSubstances_avg,1.473,19-Jul-21
7/19/2021,ODNR 4,A,Total_avg,13.2115,19-Jul-21
7/19/2021,ODNR 6,A,GreenAlgae_avg,42.9985,19-Jul-21
7/19/2021,ODNR 6,A,Bluegreen_avg,5.3545,19-Jul-21
7/19/2021,ODNR 6,A,Diatom_avg,24.48,19-Jul-21
7/19/2021,ODNR 6,A,Cryptophyta_avg,38.0395,19-Jul-21
7/19/2021,ODNR 6,A,YellowSubstances_avg,6.32,19-Jul-21
7/19/2021,ODNR 6,A,Total_avg,110.8685,19-Jul-21
7/26/2021,Bells,A,GreenAlgae_avg,13.439,26-Jul-21
7/26/2021,Bells,A,Bluegreen_avg,2.379,26-Jul-21
7/26/2021,Bells,A,Diatom_avg,0.8095,26-Jul-21
7/26/2021,Bells,A,Cryptophyta_avg,8.9135,26-Jul-21
7/26/2021,Bells,A,YellowSubstances_avg,1.9575,26-Jul-21
7/26/2021,Bells,A,Total_avg,25.5405,26-Jul-21
7/26/2021,Bells,B,GreenAlgae_avg,12.638,26-Jul-21
7/26/2021,Bells,B,Bluegreen_avg,2.729,26-Jul-21
7/26/2021,Bells,B,Diatom_avg,0.0745,26-Jul-21
7/26/2021,Bells,B,Cryptophyta_avg,8.4355,26-Jul-21
7/26/2021,Bells,B,YellowSubstances_avg,1.9435,26-Jul-21
7/26/2021,Bells,B,Total_avg,23.878,26-Jul-21
7/26/2021,Bells,C,GreenAlgae_avg,11.871,26-Jul-21
7/26/2021,Bells,C,Bluegreen_avg,2.8725,26-Jul-21
7/26/2021,Bells,C,Diatom_avg,0.0545,26-Jul-21
7/26/2021,Bells,C,Cryptophyta_avg,6.81,26-Jul-21
7/26/2021,Bells,C,YellowSubstances_avg,1.7595,26-Jul-21
7/26/2021,Bells,C,Total_avg,21.6095,26-Jul-21
7/26/2021,Bridge,A,GreenAlgae_avg,31.311,26-Jul-21
7/26/2021,Bridge,A,Bluegreen_avg,5.8145,26-Jul-21
7/26/2021,Bridge,A,Diatom_avg,14.754,26-Jul-21
7/26/2021,Bridge,A,Cryptophyta_avg,14.126,26-Jul-21
7/26/2021,Bridge,A,YellowSubstances_avg,4.0735,26-Jul-21
7/26/2021,Bridge,A,Total_avg,66.006,26-Jul-21
7/26/2021,Bridge,B,GreenAlgae_avg,48.6965,26-Jul-21
7/26/2021,Bridge,B,Bluegreen_avg,4.8025,26-Jul-21
7/26/2021,Bridge,B,Diatom_avg,18.115,26-Jul-21
7/26/2021,Bridge,B,Cryptophyta_avg,24.709,26-Jul-21
7/26/2021,Bridge,B,YellowSubstances_avg,4.702,26-Jul-21
7/26/2021,Bridge,B,Total_avg,96.325,26-Jul-21
7/26/2021,Bridge,C,GreenAlgae_avg,37.96,26-Jul-21
7/26/2021,Bridge,C,Bluegreen_avg,5.4455,26-Jul-21
7/26/2021,Bridge,C,Diatom_avg,17.3355,26-Jul-21
7/26/2021,Bridge,C,Cryptophyta_avg,19.987,26-Jul-21
7/26/2021,Bridge,C,YellowSubstances_avg,4.2805,26-Jul-21
7/26/2021,Bridge,C,Total_avg,80.7275,26-Jul-21
7/26/2021,Buoy 2,A,GreenAlgae_avg,31.504,26-Jul-21
7/26/2021,Buoy 2,A,Bluegreen_avg,4.39,26-Jul-21
7/26/2021,Buoy 2,A,Diatom_avg,3.599,26-Jul-21
7/26/2021,Buoy 2,A,Cryptophyta_avg,10.001,26-Jul-21
7/26/2021,Buoy 2,A,YellowSubstances_avg,2.873,26-Jul-21
7/26/2021,Buoy 2,A,Total_avg,49.4955,26-Jul-21
7/26/2021,Buoy 2,B,GreenAlgae_avg,31.307,26-Jul-21
7/26/2021,Buoy 2,B,Bluegreen_avg,4.8525,26-Jul-21
7/26/2021,Buoy 2,B,Diatom_avg,4.372,26-Jul-21
7/26/2021,Buoy 2,B,Cryptophyta_avg,9.721,26-Jul-21
7/26/2021,Buoy 2,B,YellowSubstances_avg,2.9475,26-Jul-21
7/26/2021,Buoy 2,B,Total_avg,50.251,26-Jul-21
7/26/2021,Buoy 2,C,GreenAlgae_avg,30.31,26-Jul-21
7/26/2021,Buoy 2,C,Bluegreen_avg,3.678,26-Jul-21
7/26/2021,Buoy 2,C,Diatom_avg,3.268,26-Jul-21
7/26/2021,Buoy 2,C,Cryptophyta_avg,9.448,26-Jul-21
7/26/2021,Buoy 2,C,YellowSubstances_avg,2.8225,26-Jul-21
7/26/2021,Buoy 2,C,Total_avg,46.7045,26-Jul-21
7/26/2021,EC 1163,A,GreenAlgae_avg,23.6095,26-Jul-21
7/26/2021,EC 1163,A,Bluegreen_avg,6.1575,26-Jul-21
7/26/2021,EC 1163,A,Diatom_avg,2.9055,26-Jul-21
7/26/2021,EC 1163,A,Cryptophyta_avg,10.344,26-Jul-21
7/26/2021,EC 1163,A,YellowSubstances_avg,2.591,26-Jul-21
7/26/2021,EC 1163,A,Total_avg,43.0175,26-Jul-21
7/26/2021,EC 1163,B,GreenAlgae_avg,20.0145,26-Jul-21
7/26/2021,EC 1163,B,Bluegreen_avg,5.9685,26-Jul-21
7/26/2021,EC 1163,B,Diatom_avg,2.423,26-Jul-21
