date,site,rep,AlgalClass,Concentration,date1
7/26/2021,EC 1163,B,Cryptophyta_avg,9.901,26-Jul-21
7/26/2021,EC 1163,B,YellowSubstances_avg,2.809,26-Jul-21
7/26/2021,EC 1163,B,Total_avg,38.305,26-Jul-21
7/26/2021,EC 1163,C,GreenAlgae_avg,23.136,26-Jul-21
7/26/2021,EC 1163,C,Bluegreen_avg,6.3735,26-Jul-21
7/26/2021,EC 1163,C,Diatom_avg,2.4645,26-Jul-21
7/26/2021,EC 1163,C,Cryptophyta_avg,10.3145,26-Jul-21
7/26/2021,EC 1163,C,YellowSubstances_avg,2.6355,26-Jul-21
7/26/2021,EC 1163,C,Total_avg,42.287,26-Jul-21
7/26/2021,Muddy Creek,A,GreenAlgae_avg,16.7435,26-Jul-21
7/26/2021,Muddy Creek,A,Bluegreen_avg,3.669,26-Jul-21
7/26/2021,Muddy Creek,A,Diatom_avg,2.7445,26-Jul-21
7/26/2021,Muddy Creek,A,Cryptophyta_avg,13.9495,26-Jul-21
7/26/2021,Muddy Creek,A,YellowSubstances_avg,3.346,26-Jul-21
7/26/2021,Muddy Creek,A,Total_avg,37.1045,26-Jul-21
7/26/2021,Muddy Creek,B,GreenAlgae_avg,17.457,26-Jul-21
7/26/2021,Muddy Creek,B,Bluegreen_avg,3.962,26-Jul-21
7/26/2021,Muddy Creek,B,Diatom_avg,0.4865,26-Jul-21
7/26/2021,Muddy Creek,B,Cryptophyta_avg,18.0275,26-Jul-21
7/26/2021,Muddy Creek,B,YellowSubstances_avg,3.267,26-Jul-21
7/26/2021,Muddy Creek,B,Total_avg,39.932,26-Jul-21
7/26/2021,Muddy Creek,C,GreenAlgae_avg,17.1245,26-Jul-21
7/26/2021,Muddy Creek,C,Bluegreen_avg,3.5355,26-Jul-21
7/26/2021,Muddy Creek,C,Diatom_avg,2.0255,26-Jul-21
7/26/2021,Muddy Creek,C,Cryptophyta_avg,15.1165,26-Jul-21
7/26/2021,Muddy Creek,C,YellowSubstances_avg,3.3965,26-Jul-21
7/26/2021,Muddy Creek,C,Total_avg,37.8015,26-Jul-21
7/26/2021,ODNR 1,A,GreenAlgae_avg,36.8405,26-Jul-21
7/26/2021,ODNR 1,A,Bluegreen_avg,4.972,26-Jul-21
7/26/2021,ODNR 1,A,Diatom_avg,6.6925,26-Jul-21
7/26/2021,ODNR 1,A,Cryptophyta_avg,12.152,26-Jul-21
7/26/2021,ODNR 1,A,YellowSubstances_avg,3.329,26-Jul-21
7/26/2021,ODNR 1,A,Total_avg,60.658,26-Jul-21
7/26/2021,ODNR 1,B,GreenAlgae_avg,36.6975,26-Jul-21
7/26/2021,ODNR 1,B,Bluegreen_avg,6.4495,26-Jul-21
7/26/2021,ODNR 1,B,Diatom_avg,5.7115,26-Jul-21
7/26/2021,ODNR 1,B,Cryptophyta_avg,14.8765,26-Jul-21
7/26/2021,ODNR 1,B,YellowSubstances_avg,3.419,26-Jul-21
7/26/2021,ODNR 1,B,Total_avg,63.7385,26-Jul-21
7/26/2021,ODNR 1,C,GreenAlgae_avg,35.5685,26-Jul-21
7/26/2021,ODNR 1,C,Bluegreen_avg,5.427,26-Jul-21
7/26/2021,ODNR 1,C,Diatom_avg,4.241,26-Jul-21
7/26/2021,ODNR 1,C,Cryptophyta_avg,13.0525,26-Jul-21
7/26/2021,ODNR 1,C,YellowSubstances_avg,3.3295,26-Jul-21
7/26/2021,ODNR 1,C,Total_avg,58.2885,26-Jul-21
7/26/2021,ODNR 1,i,GreenAlgae_avg,0,26-Jul-21
7/26/2021,ODNR 1,i,Bluegreen_avg,0,26-Jul-21
7/26/2021,ODNR 1,i,Diatom_avg,0,26-Jul-21
7/26/2021,ODNR 1,i,Cryptophyta_avg,0,26-Jul-21
7/26/2021,ODNR 1,i,YellowSubstances_avg,0,26-Jul-21
7/26/2021,ODNR 1,i,Total_avg,0,26-Jul-21
7/26/2021,ODNR 2,A,GreenAlgae_avg,30.959,26-Jul-21
7/26/2021,ODNR 2,A,Bluegreen_avg,4.202,26-Jul-21
7/26/2021,ODNR 2,A,Diatom_avg,5.2635,26-Jul-21
7/26/2021,ODNR 2,A,Cryptophyta_avg,11.9085,26-Jul-21
7/26/2021,ODNR 2,A,YellowSubstances_avg,3.269,26-Jul-21
7/26/2021,ODNR 2,A,Total_avg,52.334,26-Jul-21
7/26/2021,ODNR 2,B,GreenAlgae_avg,29.4815,26-Jul-21
7/26/2021,ODNR 2,B,Bluegreen_avg,4.0555,26-Jul-21
7/26/2021,ODNR 2,B,Diatom_avg,5.288,26-Jul-21
7/26/2021,ODNR 2,B,Cryptophyta_avg,9.7365,26-Jul-21
7/26/2021,ODNR 2,B,YellowSubstances_avg,3.1465,26-Jul-21
7/26/2021,ODNR 2,B,Total_avg,48.562,26-Jul-21
7/26/2021,ODNR 2,C,GreenAlgae_avg,30.65,26-Jul-21
7/26/2021,ODNR 2,C,Bluegreen_avg,4.876,26-Jul-21
7/26/2021,ODNR 2,C,Diatom_avg,6.975,26-Jul-21
7/26/2021,ODNR 2,C,Cryptophyta_avg,10.0285,26-Jul-21
7/26/2021,ODNR 2,C,YellowSubstances_avg,3.1785,26-Jul-21
7/26/2021,ODNR 2,C,Total_avg,52.528,26-Jul-21
7/26/2021,ODNR 2,i,GreenAlgae_avg,0,26-Jul-21
7/26/2021,ODNR 2,i,Bluegreen_avg,0,26-Jul-21
7/26/2021,ODNR 2,i,Diatom_avg,0,26-Jul-21
7/26/2021,ODNR 2,i,Cryptophyta_avg,0,26-Jul-21
7/26/2021,ODNR 2,i,YellowSubstances_avg,0,26-Jul-21
7/26/2021,ODNR 2,i,Total_avg,0,26-Jul-21
7/26/2021,ODNR 4,A,GreenAlgae_avg,16.383,26-Jul-21
7/26/2021,ODNR 4,A,Bluegreen_avg,2.6275,26-Jul-21
7/26/2021,ODNR 4,A,Diatom_avg,10.9495,26-Jul-21
7/26/2021,ODNR 4,A,Cryptophyta_avg,13.3705,26-Jul-21
7/26/2021,ODNR 4,A,YellowSubstances_avg,3.575,26-Jul-21
7/26/2021,ODNR 4,A,Total_avg,43.3305,26-Jul-21
7/26/2021,ODNR 4,B,GreenAlgae_avg,12.8665,26-Jul-21
7/26/2021,ODNR 4,B,Bluegreen_avg,2.51,26-Jul-21
7/26/2021,ODNR 4,B,Diatom_avg,9.5575,26-Jul-21
7/26/2021,ODNR 4,B,Cryptophyta_avg,9.3245,26-Jul-21
7/26/2021,ODNR 4,B,YellowSubstances_avg,3.734,26-Jul-21
7/26/2021,ODNR 4,B,Total_avg,34.2605,26-Jul-21
7/26/2021,ODNR 4,C,GreenAlgae_avg,11.9515,26-Jul-21
7/26/2021,ODNR 4,C,Bluegreen_avg,2.8935,26-Jul-21
7/26/2021,ODNR 4,C,Diatom_avg,9.123,26-Jul-21
7/26/2021,ODNR 4,C,Cryptophyta_avg,7.3615,26-Jul-21
7/26/2021,ODNR 4,C,YellowSubstances_avg,3.6265,26-Jul-21
7/26/2021,ODNR 4,C,Total_avg,31.3285,26-Jul-21
7/26/2021,ODNR 4,i,GreenAlgae_avg,16.3645,26-Jul-21
7/26/2021,ODNR 4,i,Bluegreen_avg,2.0465,26-Jul-21
7/26/2021,ODNR 4,i,Diatom_avg,10.8345,26-Jul-21
7/26/2021,ODNR 4,i,Cryptophyta_avg,16.5135,26-Jul-21
7/26/2021,ODNR 4,i,YellowSubstances_avg,3.8315,26-Jul-21
7/26/2021,ODNR 4,i,Total_avg,45.7595,26-Jul-21
7/26/2021,ODNR 6,A,GreenAlgae_avg,0,26-Jul-21
7/26/2021,ODNR 6,A,Bluegreen_avg,0,26-Jul-21
7/26/2021,ODNR 6,A,Diatom_avg,0,26-Jul-21
7/26/2021,ODNR 6,A,Cryptophyta_avg,0,26-Jul-21
7/26/2021,ODNR 6,A,YellowSubstances_avg,0,26-Jul-21
7/26/2021,ODNR 6,A,Total_avg,0,26-Jul-21
7/26/2021,ODNR 6,B,GreenAlgae_avg,26.858,26-Jul-21
7/26/2021,ODNR 6,B,Bluegreen_avg,4.2955,26-Jul-21
7/26/2021,ODNR 6,B,Diatom_avg,17.807,26-Jul-21
7/26/2021,ODNR 6,B,Cryptophyta_avg,14.7795,26-Jul-21
7/26/2021,ODNR 6,B,YellowSubstances_avg,4.4835,26-Jul-21
7/26/2021,ODNR 6,B,Total_avg,63.739,26-Jul-21
7/26/2021,ODNR 6,C,GreenAlgae_avg,5.2725,26-Jul-21
7/26/2021,ODNR 6,C,Bluegreen_avg,0.7285,26-Jul-21
7/26/2021,ODNR 6,C,Diatom_avg,3.485,26-Jul-21
7/26/2021,ODNR 6,C,Cryptophyta_avg,2.6985,26-Jul-21
7/26/2021,ODNR 6,C,YellowSubstances_avg,0.872,26-Jul-21
7/26/2021,ODNR 6,C,Total_avg,12.185,26-Jul-21
7/26/2021,ODNR 6,i,GreenAlgae_avg,36.0745,26-Jul-21
7/26/2021,ODNR 6,i,Bluegreen_avg,3.6185,26-Jul-21
7/26/2021,ODNR 6,i,Diatom_avg,19.222,26-Jul-21
7/26/2021,ODNR 6,i,Cryptophyta_avg,18.9625,26-Jul-21
7/26/2021,ODNR 6,i,YellowSubstances_avg,4.806,26-Jul-21
7/26/2021,ODNR 6,i,Total_avg,77.877,26-Jul-21
8/2/2021,Bells,A,GreenAlgae_avg,3.4105,2-Aug-21
8/2/2021,Bells,A,Bluegreen_avg,1.234,2-Aug-21
8/2/2021,Bells,A,Diatom_avg,3.0395,2-Aug-21
8/2/2021,Bells,A,Cryptophyta_avg,7.115,2-Aug-21
8/2/2021,Bells,A,YellowSubstances_avg,1.838,2-Aug-21
8/2/2021,Bells,A,Total_avg,14.7975,2-Aug-21
8/2/2021,Bridge,A,GreenAlgae_avg,29.432,2-Aug-21
8/2/2021,Bridge,A,Bluegreen_avg,9.027,2-Aug-21
8/2/2021,Bridge,A,Diatom_avg,8.952,2-Aug-21
8/2/2021,Bridge,A,Cryptophyta_avg,13.7725,2-Aug-21
8/2/2021,Bridge,A,YellowSubstances_avg,4.0745,2-Aug-21
8/2/2021,Bridge,A,Total_avg,61.1805,2-Aug-21
8/2/2021,Buoy 2,A,GreenAlgae_avg,24.409,2-Aug-21
8/2/2021,Buoy 2,A,Bluegreen_avg,9.617,2-Aug-21
8/2/2021,Buoy 2,A,Diatom_avg,0.1785,2-Aug-21
8/2/2021,Buoy 2,A,Cryptophyta_avg,9.762,2-Aug-21
8/2/2021,Buoy 2,A,YellowSubstances_avg,3.254,2-Aug-21
8/2/2021,Buoy 2,A,Total_avg,43.967,2-Aug-21
8/2/2021,EC 1163,A,GreenAlgae_avg,28.3585,2-Aug-21
8/2/2021,EC 1163,A,Bluegreen_avg,9.9145,2-Aug-21
8/2/2021,EC 1163,A,Diatom_avg,7.798,2-Aug-21
8/2/2021,EC 1163,A,Cryptophyta_avg,17.682,2-Aug-21
8/2/2021,EC 1163,A,YellowSubstances_avg,4.39,2-Aug-21
8/2/2021,EC 1163,A,Total_avg,63.752,2-Aug-21
8/2/2021,Muddy Creek,A,GreenAlgae_avg,32.2585,2-Aug-21
8/2/2021,Muddy Creek,A,Bluegreen_avg,2.106,2-Aug-21
8/2/2021,Muddy Creek,A,Diatom_avg,42.553,2-Aug-21
8/2/2021,Muddy Creek,A,Cryptophyta_avg,22.5805,2-Aug-21
8/2/2021,Muddy Creek,A,YellowSubstances_avg,3.6435,2-Aug-21
8/2/2021,Muddy Creek,A,Total_avg,99.498,2-Aug-21
8/2/2021,ODNR 1,A,GreenAlgae_avg,22.425,2-Aug-21
8/2/2021,ODNR 1,A,Bluegreen_avg,9.299,2-Aug-21
8/2/2021,ODNR 1,A,Diatom_avg,0.2135,2-Aug-21
8/2/2021,ODNR 1,A,Cryptophyta_avg,10.0545,2-Aug-21
8/2/2021,ODNR 1,A,YellowSubstances_avg,3.1795,2-Aug-21
8/2/2021,ODNR 1,A,Total_avg,41.993,2-Aug-21
8/2/2021,ODNR 2,A,GreenAlgae_avg,30.6745,2-Aug-21
8/2/2021,ODNR 2,A,Bluegreen_avg,7.699,2-Aug-21
8/2/2021,ODNR 2,A,Diatom_avg,6.953,2-Aug-21
8/2/2021,ODNR 2,A,Cryptophyta_avg,12.6895,2-Aug-21
8/2/2021,ODNR 2,A,YellowSubstances_avg,3.738,2-Aug-21
8/2/2021,ODNR 2,A,Total_avg,58.0145,2-Aug-21
8/2/2021,ODNR 4,A,GreenAlgae_avg,39.0795,2-Aug-21
8/2/2021,ODNR 4,A,Bluegreen_avg,6.0445,2-Aug-21
8/2/2021,ODNR 4,A,Diatom_avg,62.7395,2-Aug-21
8/2/2021,ODNR 4,A,Cryptophyta_avg,24.9755,2-Aug-21
8/2/2021,ODNR 4,A,YellowSubstances_avg,4.202,2-Aug-21
8/2/2021,ODNR 4,A,Total_avg,132.838,2-Aug-21
8/2/2021,ODNR 6,A,GreenAlgae_avg,44.464,2-Aug-21
8/2/2021,ODNR 6,A,Bluegreen_avg,9.723,2-Aug-21
8/2/2021,ODNR 6,A,Diatom_avg,16.497,2-Aug-21
8/2/2021,ODNR 6,A,Cryptophyta_avg,22.164,2-Aug-21
8/2/2021,ODNR 6,A,YellowSubstances_avg,4.728,2-Aug-21
8/2/2021,ODNR 6,A,Total_avg,92.85,2-Aug-21
8/9/2021,Bells,A,GreenAlgae_avg,2.332,9-Aug-21
8/9/2021,Bells,A,Bluegreen_avg,2.974,9-Aug-21
8/9/2021,Bells,A,Diatom_avg,0.4665,9-Aug-21
8/9/2021,Bells,A,Cryptophyta_avg,4.2545,9-Aug-21
8/9/2021,Bells,A,YellowSubstances_avg,0.8945,9-Aug-21
8/9/2021,Bells,A,Total_avg,10.029,9-Aug-21
8/9/2021,Bridge,A,GreenAlgae_avg,2.508,9-Aug-21
8/9/2021,Bridge,A,Bluegreen_avg,0.9925,9-Aug-21
8/9/2021,Bridge,A,Diatom_avg,0.8785,9-Aug-21
8/9/2021,Bridge,A,Cryptophyta_avg,1.302,9-Aug-21
8/9/2021,Bridge,A,YellowSubstances_avg,0.3555,9-Aug-21
8/9/2021,Bridge,A,Total_avg,5.6815,9-Aug-21
8/9/2021,Buoy 2,A,GreenAlgae_avg,21.769,9-Aug-21
8/9/2021,Buoy 2,A,Bluegreen_avg,5.702,9-Aug-21
8/9/2021,Buoy 2,A,Diatom_avg,1.072,9-Aug-21
8/9/2021,Buoy 2,A,Cryptophyta_avg,8.843,9-Aug-21
8/9/2021,Buoy 2,A,YellowSubstances_avg,2.3005,9-Aug-21
8/9/2021,Buoy 2,A,Total_avg,37.389,9-Aug-21
8/9/2021,EC 1163,A,GreenAlgae_avg,16.332,9-Aug-21
8/9/2021,EC 1163,A,Bluegreen_avg,5.505,9-Aug-21
8/9/2021,EC 1163,A,Diatom_avg,0.9865,9-Aug-21
8/9/2021,EC 1163,A,Cryptophyta_avg,8.212,9-Aug-21
8/9/2021,EC 1163,A,YellowSubstances_avg,1.772,9-Aug-21
8/9/2021,EC 1163,A,Total_avg,31.036,9-Aug-21
8/9/2021,Muddy Creek,A,GreenAlgae_avg,23.9,9-Aug-21
8/9/2021,Muddy Creek,A,Bluegreen_avg,4.863,9-Aug-21
8/9/2021,Muddy Creek,A,Diatom_avg,18.1255,9-Aug-21
8/9/2021,Muddy Creek,A,Cryptophyta_avg,14.957,9-Aug-21
8/9/2021,Muddy Creek,A,YellowSubstances_avg,1.2055,9-Aug-21
8/9/2021,Muddy Creek,A,Total_avg,61.8455,9-Aug-21
8/9/2021,ODNR 1,A,GreenAlgae_avg,16.363,9-Aug-21
8/9/2021,ODNR 1,A,Bluegreen_avg,5.7455,9-Aug-21
8/9/2021,ODNR 1,A,Diatom_avg,0.241,9-Aug-21
8/9/2021,ODNR 1,A,Cryptophyta_avg,7.2415,9-Aug-21
8/9/2021,ODNR 1,A,YellowSubstances_avg,1.9115,9-Aug-21
8/9/2021,ODNR 1,A,Total_avg,29.5925,9-Aug-21
8/9/2021,ODNR 2,A,GreenAlgae_avg,16.3465,9-Aug-21
8/9/2021,ODNR 2,A,Bluegreen_avg,6.3,9-Aug-21
8/9/2021,ODNR 2,A,Diatom_avg,0.0145,9-Aug-21
8/9/2021,ODNR 2,A,Cryptophyta_avg,7.452,9-Aug-21
8/9/2021,ODNR 2,A,YellowSubstances_avg,1.918,9-Aug-21
8/9/2021,ODNR 2,A,Total_avg,30.112,9-Aug-21
8/9/2021,ODNR 4,A,GreenAlgae_avg,36.8065,9-Aug-21
8/9/2021,ODNR 4,A,Bluegreen_avg,5.7465,9-Aug-21
8/9/2021,ODNR 4,A,Diatom_avg,32.0605,9-Aug-21
8/9/2021,ODNR 4,A,Cryptophyta_avg,21.8395,9-Aug-21
8/9/2021,ODNR 4,A,YellowSubstances_avg,3.042,9-Aug-21
8/9/2021,ODNR 4,A,Total_avg,96.454,9-Aug-21
8/9/2021,ODNR 6,A,GreenAlgae_avg,23.991,9-Aug-21
8/9/2021,ODNR 6,A,Bluegreen_avg,5.6145,9-Aug-21
8/9/2021,ODNR 6,A,Diatom_avg,8.1995,9-Aug-21
8/9/2021,ODNR 6,A,Cryptophyta_avg,10.1085,9-Aug-21
8/9/2021,ODNR 6,A,YellowSubstances_avg,2.625,9-Aug-21
8/9/2021,ODNR 6,A,Total_avg,47.9145,9-Aug-21
8/16/2021,Bells,A,GreenAlgae_avg,1.197,16-Aug-21
8/16/2021,Bells,A,Bluegreen_avg,4.8085,16-Aug-21
8/16/2021,Bells,A,Diatom_avg,5.3475,16-Aug-21
8/16/2021,Bells,A,Cryptophyta_avg,14.9255,16-Aug-21
8/16/2021,Bells,A,YellowSubstances_avg,2.541,16-Aug-21
8/16/2021,Bells,A,Total_avg,26.28,16-Aug-21
8/16/2021,Bridge,A,GreenAlgae_avg,28.328,16-Aug-21
8/16/2021,Bridge,A,Bluegreen_avg,11.0235,16-Aug-21
8/16/2021,Bridge,A,Diatom_avg,5.927,16-Aug-21
8/16/2021,Bridge,A,Cryptophyta_avg,13.9295,16-Aug-21
8/16/2021,Bridge,A,YellowSubstances_avg,4.1985,16-Aug-21
8/16/2021,Bridge,A,Total_avg,59.211,16-Aug-21
8/16/2021,Buoy 2,A,GreenAlgae_avg,29.2135,16-Aug-21
8/16/2021,Buoy 2,A,Bluegreen_avg,16.3715,16-Aug-21
8/16/2021,Buoy 2,A,Diatom_avg,0.118,16-Aug-21
8/16/2021,Buoy 2,A,Cryptophyta_avg,13.7045,16-Aug-21
8/16/2021,Buoy 2,A,YellowSubstances_avg,3.7295,16-Aug-21
8/16/2021,Buoy 2,A,Total_avg,59.4085,16-Aug-21
8/16/2021,EC 1163,A,GreenAlgae_avg,33.539,16-Aug-21
8/16/2021,EC 1163,A,Bluegreen_avg,18.3325,16-Aug-21
8/16/2021,EC 1163,A,Diatom_avg,7.5865,16-Aug-21
8/16/2021,EC 1163,A,Cryptophyta_avg,14.6475,16-Aug-21
8/16/2021,EC 1163,A,YellowSubstances_avg,4.4745,16-Aug-21
8/16/2021,EC 1163,A,Total_avg,74.106,16-Aug-21
8/16/2021,Muddy Creek,A,GreenAlgae_avg,38.404,16-Aug-21
8/16/2021,Muddy Creek,A,Bluegreen_avg,9.6295,16-Aug-21
8/16/2021,Muddy Creek,A,Diatom_avg,33.751,16-Aug-21
8/16/2021,Muddy Creek,A,Cryptophyta_avg,24.1405,16-Aug-21
8/16/2021,Muddy Creek,A,YellowSubstances_avg,3.283,16-Aug-21
8/16/2021,Muddy Creek,A,Total_avg,105.9275,16-Aug-21
8/16/2021,ODNR 1,A,GreenAlgae_avg,29.831,16-Aug-21
8/16/2021,ODNR 1,A,Bluegreen_avg,15.8595,16-Aug-21
8/16/2021,ODNR 1,A,Diatom_avg,0.0235,16-Aug-21
8/16/2021,ODNR 1,A,Cryptophyta_avg,14.709,16-Aug-21
8/16/2021,ODNR 1,A,YellowSubstances_avg,3.899,16-Aug-21
8/16/2021,ODNR 1,A,Total_avg,60.423,16-Aug-21
8/16/2021,ODNR 2,A,GreenAlgae_avg,25.932,16-Aug-21
8/16/2021,ODNR 2,A,Bluegreen_avg,15.4015,16-Aug-21
8/16/2021,ODNR 2,A,Diatom_avg,0.324,16-Aug-21
8/16/2021,ODNR 2,A,Cryptophyta_avg,12.5525,16-Aug-21
8/16/2021,ODNR 2,A,YellowSubstances_avg,3.3955,16-Aug-21
8/16/2021,ODNR 2,A,Total_avg,54.2085,16-Aug-21
8/16/2021,ODNR 4,A,GreenAlgae_avg,46.544,16-Aug-21
8/16/2021,ODNR 4,A,Bluegreen_avg,15.1525,16-Aug-21
8/16/2021,ODNR 4,A,Diatom_avg,39.4985,16-Aug-21
8/16/2021,ODNR 4,A,Cryptophyta_avg,26.569,16-Aug-21
8/16/2021,ODNR 4,A,YellowSubstances_avg,3.2955,16-Aug-21
8/16/2021,ODNR 4,A,Total_avg,127.762,16-Aug-21
8/16/2021,ODNR 6,A,GreenAlgae_avg,25.4125,16-Aug-21
8/16/2021,ODNR 6,A,Bluegreen_avg,11.512,16-Aug-21
8/16/2021,ODNR 6,A,Diatom_avg,4.232,16-Aug-21
8/16/2021,ODNR 6,A,Cryptophyta_avg,13.1895,16-Aug-21
8/16/2021,ODNR 6,A,YellowSubstances_avg,3.9955,16-Aug-21
8/16/2021,ODNR 6,A,Total_avg,54.347,16-Aug-21
8/23/2021,Bells,A,GreenAlgae_avg,2.967,23-Aug-21
8/23/2021,Bells,A,Bluegreen_avg,2.49,23-Aug-21
8/23/2021,Bells,A,Diatom_avg,0.856,23-Aug-21
8/23/2021,Bells,A,Cryptophyta_avg,7.251,23-Aug-21
8/23/2021,Bells,A,YellowSubstances_avg,1.035,23-Aug-21
8/23/2021,Bells,A,Total_avg,13.5645,23-Aug-21
8/23/2021,Bridge,A,GreenAlgae_avg,17.0055,23-Aug-21
8/23/2021,Bridge,A,Bluegreen_avg,10.1715,23-Aug-21
8/23/2021,Bridge,A,Diatom_avg,3.4615,23-Aug-21
8/23/2021,Bridge,A,Cryptophyta_avg,5.5165,23-Aug-21
8/23/2021,Bridge,A,YellowSubstances_avg,2.762,23-Aug-21
8/23/2021,Bridge,A,Total_avg,36.1545,23-Aug-21
8/23/2021,Buoy 2,A,GreenAlgae_avg,28.3295,23-Aug-21
8/23/2021,Buoy 2,A,Bluegreen_avg,14.725,23-Aug-21
8/23/2021,Buoy 2,A,Diatom_avg,0.7815,23-Aug-21
8/23/2021,Buoy 2,A,Cryptophyta_avg,10.439,23-Aug-21
8/23/2021,Buoy 2,A,YellowSubstances_avg,3.0815,23-Aug-21
8/23/2021,Buoy 2,A,Total_avg,54.2765,23-Aug-21
8/23/2021,EC 1163,A,GreenAlgae_avg,19.694,23-Aug-21
8/23/2021,EC 1163,A,Bluegreen_avg,8.4015,23-Aug-21
8/23/2021,EC 1163,A,Diatom_avg,1.897,23-Aug-21
8/23/2021,EC 1163,A,Cryptophyta_avg,7.203,23-Aug-21
8/23/2021,EC 1163,A,YellowSubstances_avg,2.1535,23-Aug-21
8/23/2021,EC 1163,A,Total_avg,37.1945,23-Aug-21
8/23/2021,Muddy Creek,A,GreenAlgae_avg,27.978,23-Aug-21
8/23/2021,Muddy Creek,A,Bluegreen_avg,11.0115,23-Aug-21
8/23/2021,Muddy Creek,A,Diatom_avg,10.5555,23-Aug-21
8/23/2021,Muddy Creek,A,Cryptophyta_avg,8.8805,23-Aug-21
8/23/2021,Muddy Creek,A,YellowSubstances_avg,3.5545,23-Aug-21
8/23/2021,Muddy Creek,A,Total_avg,58.4255,23-Aug-21
8/23/2021,ODNR 1,A,GreenAlgae_avg,27.297,23-Aug-21
8/23/2021,ODNR 1,A,Bluegreen_avg,11.583,23-Aug-21
8/23/2021,ODNR 1,A,Diatom_avg,1.758,23-Aug-21
8/23/2021,ODNR 1,A,Cryptophyta_avg,9.187,23-Aug-21
8/23/2021,ODNR 1,A,YellowSubstances_avg,3.028,23-Aug-21
8/23/2021,ODNR 1,A,Total_avg,49.8255,23-Aug-21
8/23/2021,ODNR 2,A,GreenAlgae_avg,27.485,23-Aug-21
8/23/2021,ODNR 2,A,Bluegreen_avg,16.5685,23-Aug-21
8/23/2021,ODNR 2,A,Diatom_avg,0.4445,23-Aug-21
8/23/2021,ODNR 2,A,Cryptophyta_avg,9.978,23-Aug-21
8/23/2021,ODNR 2,A,YellowSubstances_avg,3.1765,23-Aug-21
8/23/2021,ODNR 2,A,Total_avg,54.4725,23-Aug-21
8/23/2021,ODNR 4,A,GreenAlgae_avg,23.741,23-Aug-21
8/23/2021,ODNR 4,A,Bluegreen_avg,8.052,23-Aug-21
8/23/2021,ODNR 4,A,Diatom_avg,5.922,23-Aug-21
8/23/2021,ODNR 4,A,Cryptophyta_avg,7.883,23-Aug-21
8/23/2021,ODNR 4,A,YellowSubstances_avg,2.8255,23-Aug-21
8/23/2021,ODNR 4,A,Total_avg,45.597,23-Aug-21
8/23/2021,ODNR 6,A,GreenAlgae_avg,26.7005,23-Aug-21
8/23/2021,ODNR 6,A,Bluegreen_avg,10.758,23-Aug-21
8/23/2021,ODNR 6,A,Diatom_avg,7.322,23-Aug-21
8/23/2021,ODNR 6,A,Cryptophyta_avg,8.763,23-Aug-21
8/23/2021,ODNR 6,A,YellowSubstances_avg,3.6725,23-Aug-21
8/23/2021,ODNR 6,A,Total_avg,53.544,23-Aug-21
